timestamp, index, memory.used [MiB], utilization.gpu [%], clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu, clocks_event_reasons.active
2026/09/11 16:03:52.352, 2, 1, 0, 210, 405, 21.64, 31, 0x0000000000000001
2026/09/11 16:03:52.352, 3, 1, 0, 210, 405, 22.50, 32, 0x0000000000000001
2026/09/11 16:03:52.352, 4, 1, 0, 210, 405, 23.89, 32, 0x0000000000000001
2026/09/11 16:03:52.352, 5, 1, 0, 210, 405, 21.99, 31, 0x0000000000000001
2026/09/11 16:03:52.853, 0, 1, 0, 210, 405, 22.38, 29, 0x0000000000000001
2026/09/11 16:03:52.853, 1, 4, 0, 210, 405, 19.55, 34, 0x0000000000000001
2026/09/11 16:03:52.853, 2, 1, 0, 210, 405, 21.64, 31, 0x0000000000000001
2026/09/11 16:03:52.853, 3, 1, 0, 210, 405, 22.37, 32, 0x0000000000000001
2026/09/11 16:03:52.854, 4, 1, 0, 210, 405, 23.83, 32, 0x0000000000000001
2026/09/11 16:03:52.854, 5, 1, 0, 210, 405, 21.82, 31, 0x0000000000000001
2026/09/11 16:03:53.354, 0, 1, 0, 210, 405, 22.26, 29, 0x0000000000000001
2026/09/11 16:03:53.354, 1, 4, 0, 210, 405, 19.37, 34, 0x0000000000000001
2026/09/11 16:03:53.354, 2, 1, 0, 210, 405, 21.64, 31, 0x0000000000000001
2026/09/11 16:03:53.354, 3, 1, 0, 210, 405, 22.37, 32, 0x0000000000000001
2026/09/11 16:03:53.355, 4, 1, 0, 210, 405, 23.83, 32, 0x0000000000000001
2026/09/11 16:03:53.355, 5, 1, 0, 210, 405, 21.82, 31, 0x0000000000000001
2026/09/11 16:03:53.855, 0, 1, 0, 210, 405, 22.26, 29, 0x0000000000000001
2026/09/11 16:03:53.855, 1, 4, 0, 210, 405, 19.37, 34, 0x0000000000000001
2026/09/11 16:03:53.855, 2, 1, 0, 210, 405, 21.56, 31, 0x0000000000000001
2026/09/11 16:03:53.855, 3, 1, 0, 210, 405, 22.30, 32, 0x0000000000000001
2026/09/11 16:03:53.855, 4, 1, 0, 210, 405, 24.01, 32, 0x0000000000000001
2026/09/11 16:03:53.855, 5, 1, 0, 210, 405, 21.74, 30, 0x0000000000000001
2026/09/11 16:03:54.356, 0, 1, 0, 210, 405, 22.26, 29, 0x0000000000000001
