timestamp, index, memory.used [MiB], utilization.gpu [%], clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu, clocks_event_reasons.active
2026/09/12 02:12:18.859, 3, 15162, 99, 1575, 9501, 254.57, 75, 0x0000000000000020
2026/09/12 02:12:18.859, 4, 1, 0, 210, 405, 24.13, 36, 0x0000000000000001
2026/09/12 02:12:18.860, 5, 1, 0, 210, 405, 22.18, 36, 0x0000000000000001
2026/09/12 02:12:19.360, 0, 1, 0, 210, 405, 22.44, 36, 0x0000000000000001
2026/09/12 02:12:19.360, 1, 4, 0, 210, 405, 19.37, 38, 0x0000000000000001
2026/09/12 02:12:19.360, 2, 1, 0, 210, 405, 21.29, 36, 0x0000000000000001
2026/09/12 02:12:19.361, 3, 15162, 95, 1620, 9501, 256.41, 75, 0x0000000000000004
2026/09/12 02:12:19.361, 4, 1, 0, 210, 405, 24.32, 36, 0x0000000000000004
2026/09/12 02:12:19.361, 5, 1, 0, 210, 405, 22.21, 36, 0x0000000000000001
2026/09/12 02:12:19.861, 0, 1, 0, 210, 405, 22.33, 36, 0x0000000000000001
2026/09/12 02:12:19.862, 1, 4, 0, 210, 405, 19.29, 38, 0x0000000000000001
2026/09/12 02:12:19.862, 2, 1, 0, 210, 405, 21.29, 36, 0x0000000000000001
2026/09/12 02:12:19.862, 3, 15162, 96, 1560, 9501, 277.59, 74, 0x0000000000000004
2026/09/12 02:12:19.862, 4, 1, 0, 210, 405, 24.32, 36, 0x0000000000000004
2026/09/12 02:12:19.862, 5, 1, 0, 210, 405, 22.21, 36, 0x0000000000000001
2026/09/12 02:12:20.363, 0, 1, 0, 210, 405, 22.33, 36, 0x0000000000000001
2026/09/12 02:12:20.363, 1, 4, 0, 210, 405, 19.35, 38, 0x0000000000000001
2026/09/12 02:12:20.390, 2, 1, 0, 210, 405, 21.40, 36, 0x0000000000000001
2026/09/12 02:12:20.390, 3, 15162, 96, 1590, 9501, 279.80, 75, 0x0000000000000004
2026/09/12 02:12:20.390, 4, 1, 0, 210, 405, 24.42, 36, 0x0000000000000001
2026/09/12 02:12:20.391, 5, 1, 0, 210, 405, 22.17, 36, 0x0000000000000001
2026/09/12 02:12:20.891, 0, 1, 0, 210, 405, 22.43, 35, 0x0000000000000001
2026/09/12 02:12:20.891, 1, 4, 0, 210, 405, 19.35, 38, 0x0000000000000001
2026/09/12 02:12:20.891, 2, 1, 0, 210, 405, 21.39, 36, 0x0000000000000001
2026/09/12 02:12:20.892, 3, 15162, 96, 1560, 9501, 278.77, 74, 0x0000000000000004
2026/09/12 02:12:20.892, 4, 1, 0, 210, 405, 24.42, 36, 0x0000000000000001
2026/09/12 02:12:20.892, 5, 1, 0, 210, 405, 22.17, 36, 0x0000000000000001
2026/09/12 02:12:21.392, 0, 1, 0, 210, 405, 22.43, 35, 0x0000000000000001
2026/09/12 02:12:21.393, 1, 4, 0, 210, 405, 19.49, 38, 0x0000000000000001
2026/09/12 02:12:21.393, 2, 1, 0, 210, 405, 21.39, 36, 0x0000000000000001
2026/09/12 02:12:21.393, 3, 14880, 96, 1590, 9501, 279.93, 75, 0x0000000000000004
2026/09/12 02:12:21.393, 4, 1, 0, 210, 405, 24.37, 36, 0x0000000000000004
2026/09/12 02:12:21.393, 5, 1, 0, 210, 405, 22.11, 36, 0x0000000000000001
2026/09/12 02:12:21.894, 0, 1, 0, 210, 405, 22.27, 35, 0x0000000000000001
2026/09/12 02:12:21.894, 1, 4, 0, 210, 405, 19.49, 38, 0x0000000000000001
2026/09/12 02:12:21.894, 2, 1, 0, 210, 405, 21.37, 36, 0x0000000000000001
2026/09/12 02:12:21.894, 3, 14880, 93, 1635, 9501, 268.12, 75, 0x0000000000000004
2026/09/12 02:12:21.894, 4, 1, 0, 210, 405, 24.37, 36, 0x0000000000000004
2026/09/12 02:12:21.895, 5, 1, 0, 210, 405, 22.11, 36, 0x0000000000000001
2026/09/12 02:12:22.395, 0, 1, 0, 210, 405, 22.27, 35, 0x0000000000000001
2026/09/12 02:12:22.395, 1, 4, 0, 210, 405, 19.43, 38, 0x0000000000000001
2026/09/12 02:12:22.395, 2, 1, 0, 210, 405, 21.37, 36, 0x0000000000000001
2026/09/12 02:12:22.396, 3, 14882, 94, 1545, 9501, 270.97, 75, 0x0000000000000004
2026/09/12 02:12:22.396, 4, 1, 0, 210, 405, 24.30, 36, 0x0000000000000004
2026/09/12 02:12:22.396, 5, 1, 0, 210, 405, 22.04, 36, 0x0000000000000001
2026/09/12 02:12:22.896, 0, 1, 0, 210, 405, 22.26, 35, 0x0000000000000001
2026/09/12 02:12:22.897, 1, 4, 0, 210, 405, 19.43, 38, 0x0000000000000001
2026/09/12 02:12:22.897, 2, 1, 0, 210, 405, 21.32, 36, 0x0000000000000001
2026/09/12 02:12:22.897, 3, 14884, 95, 1620, 9501, 279.86, 75, 0x0000000000000004
2026/09/12 02:12:22.897, 4, 1, 0, 210, 405, 24.30, 36, 0x0000000000000004
2026/09/12 02:12:22.897, 5, 1, 0, 210, 405, 22.04, 36, 0x0000000000000001
2026/09/12 02:12:23.398, 0, 1, 0, 210, 405, 22.26, 35, 0x0000000000000001
2026/09/12 02:12:23.398, 1, 4, 0, 210, 405, 19.46, 38, 0x0000000000000001
2026/09/12 02:12:23.398, 2, 1, 0, 210, 405, 21.32, 36, 0x0000000000000001
2026/09/12 02:12:23.398, 3, 14886, 92, 1590, 9501, 276.84, 75, 0x0000000000000020
2026/09/12 02:12:23.398, 4, 1, 0, 210, 405, 24.30, 36, 0x0000000000000004
2026/09/12 02:12:23.399, 5, 1, 0, 210, 405, 22.12, 36, 0x0000000000000001
2026/09/12 02:12:23.899, 0, 1, 0, 210, 405, 22.38, 35, 0x0000000000000001
2026/09/12 02:12:23.899, 1, 4, 0, 210, 405, 19.46, 38, 0x0000000000000001
2026/09/12 02:12:23.899, 2, 1, 0, 210, 405, 21.19, 36, 0x0000000000000001
2026/09/12 02:12:23.900, 3, 15160, 92, 1620, 9501, 278.41, 74, 0x0000000000000020
2026/09/12 02:12:23.900, 4, 1, 0, 210, 405, 24.30, 36, 0x0000000000000004
2026/09/12 02:12:23.900, 5, 1, 0, 210, 405, 22.12, 36, 0x0000000000000001
2026/09/12 02:12:24.400, 0, 1, 0, 210, 405, 22.38, 35, 0x0000000000000001
2026/09/12 02:12:24.400, 1, 4, 0, 210, 405, 19.53, 38, 0x0000000000000001
2026/09/12 02:12:24.400, 2, 1, 0, 210, 405, 21.19, 36, 0x0000000000000001
2026/09/12 02:12:24.401, 3, 15162, 96, 1590, 9501, 263.48, 75, 0x0000000000000004
2026/09/12 02:12:24.401, 4, 1, 0, 210, 405, 24.14, 36, 0x0000000000000004
2026/09/12 02:12:24.401, 5, 1, 0, 210, 405, 22.17, 36, 0x0000000000000001
2026/09/12 02:12:24.901, 0, 1, 0, 210, 405, 25.17, 36, 0x0000000000000001
2026/09/12 02:12:24.901, 1, 4, 0, 210, 405, 19.53, 38, 0x0000000000000001
2026/09/12 02:12:24.901, 2, 1, 0, 210, 405, 23.61, 36, 0x0000000000000001
2026/09/12 02:12:24.902, 3, 15162, 96, 1530, 9501, 264.67, 75, 0x0000000000000020
2026/09/12 02:12:24.902, 4, 1, 0, 210, 405, 24.14, 36, 0x0000000000000004
2026/09/12 02:12:24.902, 5, 1, 0, 210, 405, 22.17, 36, 0x0000000000000001
2026/09/12 02:12:25.402, 0, 1, 0, 210, 405, 27.81, 36, 0x0000000000000001
2026/09/12 02:12:25.403, 1, 358, 5, 1695, 9501, 35.99, 42, 0x0000000000000000
2026/09/12 02:12:25.403, 2, 1, 0, 210, 405, 25.57, 36, 0x0000000000000001
2026/09/12 02:12:25.403, 3, 15162, 96, 1560, 9501, 272.94, 74, 0x0000000000000020
2026/09/12 02:12:25.403, 4, 1, 0, 210, 405, 29.01, 37, 0x0000000000000001
2026/09/12 02:12:25.403, 5, 1, 0, 210, 405, 24.12, 36, 0x0000000000000001
2026/09/12 02:12:25.904, 0, 1, 0, 210, 405, 28.47, 36, 0x0000000000000001
2026/09/12 02:12:25.904, 1, 1552, 1, 1695, 9501, 54.81, 43, 0x0000000000000000
2026/09/12 02:12:25.904, 2, 1, 0, 210, 405, 26.09, 36, 0x0000000000000001
2026/09/12 02:12:25.905, 3, 15162, 95, 1605, 9501, 276.60, 75, 0x0000000000000024
2026/09/12 02:12:25.905, 4, 1, 0, 210, 405, 29.27, 37, 0x0000000000000001
2026/09/12 02:12:25.905, 5, 1, 0, 210, 405, 25.71, 36, 0x0000000000000001
2026/09/12 02:12:26.405, 0, 1, 0, 210, 405, 28.47, 36, 0x0000000000000001
2026/09/12 02:12:26.406, 1, 1552, 0, 1695, 9501, 107.67, 43, 0x0000000000000000
2026/09/12 02:12:26.406, 2, 1, 0, 210, 405, 26.09, 36, 0x0000000000000001
2026/09/12 02:12:26.406, 3, 15162, 95, 1575, 9501, 279.15, 74, 0x0000000000000004
2026/09/12 02:12:26.406, 4, 1, 0, 210, 405, 29.27, 37, 0x0000000000000001
2026/09/12 02:12:26.406, 5, 1, 0, 210, 405, 26.10, 36, 0x0000000000000001
2026/09/12 02:12:26.907, 0, 1, 0, 210, 405, 23.74, 36, 0x0000000000000001
2026/09/12 02:12:26.907, 1, 5876, 1, 1695, 9501, 107.81, 44, 0x0000000000000000
2026/09/12 02:12:26.907, 2, 1, 0, 210, 405, 22.35, 36, 0x0000000000000001
2026/09/12 02:12:26.907, 3, 14878, 0, 1905, 9501, 265.23, 72, 0x0000000000000024
2026/09/12 02:12:26.907, 4, 1, 0, 210, 405, 25.68, 37, 0x0000000000000001
2026/09/12 02:12:26.908, 5, 1, 0, 210, 405, 26.10, 36, 0x0000000000000001
2026/09/12 02:12:27.408, 0, 1, 0, 210, 405, 23.74, 36, 0x0000000000000001
2026/09/12 02:12:27.408, 1, 5876, 52, 1695, 9501, 107.94, 44, 0x0000000000000000
2026/09/12 02:12:27.408, 2, 1, 0, 210, 405, 22.35, 36, 0x0000000000000001
2026/09/12 02:12:27.409, 3, 14880, 89, 1665, 9501, 265.57, 75, 0x0000000000000004
2026/09/12 02:12:27.409, 4, 1, 0, 210, 405, 25.68, 37, 0x0000000000000001
2026/09/12 02:12:27.409, 5, 1, 0, 210, 405, 23.17, 36, 0x0000000000000001
2026/09/12 02:12:27.909, 0, 1, 0, 210, 405, 22.59, 35, 0x0000000000000001
2026/09/12 02:12:27.910, 1, 6684, 48, 1935, 9501, 118.66, 46, 0x0000000000000000
2026/09/12 02:12:27.910, 2, 1, 0, 210, 405, 21.34, 36, 0x0000000000000001
2026/09/12 02:12:27.910, 3, 14880, 94, 1605, 9501, 268.63, 74, 0x0000000000000004
2026/09/12 02:12:27.910, 4, 1, 0, 210, 405, 24.51, 36, 0x0000000000000001
2026/09/12 02:12:27.910, 5, 1, 0, 210, 405, 22.53, 36, 0x0000000000000001
2026/09/12 02:12:28.411, 0, 1, 0, 210, 405, 22.59, 35, 0x0000000000000001
2026/09/12 02:12:28.411, 1, 7644, 49, 1935, 9501, 132.65, 46, 0x0000000000000000
2026/09/12 02:12:28.411, 2, 1, 0, 210, 405, 21.34, 36, 0x0000000000000001
2026/09/12 02:12:28.411, 3, 14882, 90, 1650, 9501, 280.06, 75, 0x0000000000000004
2026/09/12 02:12:28.411, 4, 1, 0, 210, 405, 24.51, 36, 0x0000000000000001
2026/09/12 02:12:28.412, 5, 1, 0, 210, 405, 22.53, 36, 0x0000000000000001
2026/09/12 02:12:28.939, 0, 1, 0, 210, 405, 22.36, 35, 0x0000000000000001
2026/09/12 02:12:28.939, 1, 9514, 51, 1935, 9501, 138.05, 46, 0x0000000000000000
2026/09/12 02:12:28.939, 2, 1, 0, 210, 405, 21.02, 36, 0x0000000000000001
2026/09/12 02:12:28.939, 3, 14884, 94, 1605, 9501, 277.26, 74, 0x0000000000000004
2026/09/12 02:12:28.939, 4, 1, 0, 210, 405, 24.30, 36, 0x0000000000000001
2026/09/12 02:12:28.940, 5, 1, 0, 210, 405, 22.45, 36, 0x0000000000000001
2026/09/12 02:12:29.440, 0, 1, 0, 210, 405, 22.36, 35, 0x0000000000000001
2026/09/12 02:12:29.440, 1, 9516, 44, 1935, 9501, 174.10, 50, 0x0000000000000000
2026/09/12 02:12:29.440, 2, 1, 0, 210, 405, 21.02, 36, 0x0000000000000001
2026/09/12 02:12:29.441, 3, 14886, 90, 1650, 9501, 279.73, 75, 0x0000000000000004
2026/09/12 02:12:29.441, 4, 1, 0, 210, 405, 24.30, 36, 0x0000000000000001
2026/09/12 02:12:29.441, 5, 1, 0, 210, 405, 22.45, 36, 0x0000000000000001
2026/09/12 02:12:29.941, 0, 1, 0, 210, 405, 22.38, 35, 0x0000000000000001
2026/09/12 02:12:29.942, 1, 9516, 0, 1950, 9501, 207.03, 48, 0x0000000000000000
2026/09/12 02:12:29.942, 2, 1, 0, 210, 405, 21.02, 35, 0x0000000000000001
2026/09/12 02:12:29.942, 3, 15162, 100, 1575, 9501, 268.00, 77, 0x0000000000000004
2026/09/12 02:12:29.942, 4, 1, 0, 210, 405, 24.46, 36, 0x0000000000000001
2026/09/12 02:12:29.942, 5, 1, 0, 210, 405, 22.38, 36, 0x0000000000000001
2026/09/12 02:12:30.443, 0, 1, 0, 210, 405, 22.38, 35, 0x0000000000000001
2026/09/12 02:12:30.443, 1, 5892, 9, 1950, 9501, 178.93, 47, 0x0000000000000000
2026/09/12 02:12:30.443, 2, 1, 0, 210, 405, 21.02, 35, 0x0000000000000001
2026/09/12 02:12:30.443, 3, 15162, 96, 1515, 9501, 262.16, 74, 0x0000000000000020
2026/09/12 02:12:30.444, 4, 1, 0, 210, 405, 24.46, 36, 0x0000000000000001
2026/09/12 02:12:30.444, 5, 1, 0, 210, 405, 22.38, 36, 0x0000000000000001
2026/09/12 02:12:30.944, 0, 1, 0, 210, 405, 22.42, 35, 0x0000000000000001
2026/09/12 02:12:30.944, 1, 6022, 0, 1950, 9501, 136.11, 47, 0x0000000000000000
2026/09/12 02:12:30.945, 2, 1, 0, 210, 405, 21.14, 35, 0x0000000000000001
2026/09/12 02:12:30.945, 3, 15162, 96, 1560, 9501, 269.61, 74, 0x0000000000000020
2026/09/12 02:12:30.945, 4, 1, 0, 210, 405, 24.37, 36, 0x0000000000000001
2026/09/12 02:12:30.945, 5, 1, 0, 210, 405, 22.38, 36, 0x0000000000000001
2026/09/12 02:12:31.445, 0, 1, 0, 210, 405, 22.42, 35, 0x0000000000000001
2026/09/12 02:12:31.446, 1, 6022, 0, 1950, 9501, 135.00, 47, 0x0000000000000000
2026/09/12 02:12:31.446, 2, 1, 0, 210, 405, 21.14, 35, 0x0000000000000001
2026/09/12 02:12:31.446, 3, 15162, 96, 1590, 9501, 275.25, 74, 0x0000000000000024
2026/09/12 02:12:31.446, 4, 1, 0, 210, 405, 24.37, 36, 0x0000000000000001
2026/09/12 02:12:31.446, 5, 1, 0, 210, 405, 22.38, 36, 0x0000000000000001
2026/09/12 02:12:31.947, 0, 1, 0, 210, 405, 22.21, 35, 0x0000000000000001
2026/09/12 02:12:31.947, 1, 6022, 0, 1695, 9501, 125.23, 46, 0x0000000000000000
2026/09/12 02:12:31.947, 2, 1, 0, 210, 405, 21.08, 35, 0x0000000000000001
2026/09/12 02:12:31.947, 3, 15162, 96, 1575, 9501, 279.26, 74, 0x0000000000000004
2026/09/12 02:12:31.948, 4, 1, 0, 210, 405, 24.27, 36, 0x0000000000000001
2026/09/12 02:12:31.948, 5, 1, 0, 210, 405, 22.39, 36, 0x0000000000000001
2026/09/12 02:12:32.448, 0, 1, 0, 210, 405, 22.21, 35, 0x0000000000000001
2026/09/12 02:12:32.448, 1, 6022, 0, 1695, 9501, 122.78, 46, 0x0000000000000000
2026/09/12 02:12:32.449, 2, 1, 0, 210, 405, 21.08, 35, 0x0000000000000001
2026/09/12 02:12:32.449, 3, 15162, 96, 1575, 9501, 279.76, 74, 0x0000000000000024
2026/09/12 02:12:32.449, 4, 1, 0, 210, 405, 24.27, 36, 0x0000000000000001
2026/09/12 02:12:32.449, 5, 1, 0, 210, 405, 22.39, 36, 0x0000000000000001
2026/09/12 02:12:32.949, 0, 1, 0, 210, 405, 22.20, 35, 0x0000000000000001
2026/09/12 02:12:32.950, 1, 6022, 0, 1695, 9501, 107.55, 46, 0x0000000000000000
2026/09/12 02:12:32.950, 2, 1, 0, 210, 405, 21.18, 35, 0x0000000000000001
2026/09/12 02:12:32.950, 3, 14878, 85, 1695, 9501, 263.01, 74, 0x0000000000000004
2026/09/12 02:12:32.950, 4, 1, 0, 210, 405, 24.38, 36, 0x0000000000000001
2026/09/12 02:12:32.951, 5, 1, 0, 210, 405, 22.38, 36, 0x0000000000000001
2026/09/12 02:12:33.451, 0, 1, 0, 210, 405, 22.20, 35, 0x0000000000000001
2026/09/12 02:12:33.451, 1, 6322, 62, 1680, 9501, 114.90, 50, 0x0000000000000004
2026/09/12 02:12:33.451, 2, 1, 0, 210, 405, 21.18, 35, 0x0000000000000001
2026/09/12 02:12:33.452, 3, 14880, 90, 1650, 9501, 265.55, 75, 0x0000000000000004
2026/09/12 02:12:33.452, 4, 1, 0, 210, 405, 24.38, 36, 0x0000000000000001
2026/09/12 02:12:33.452, 5, 1, 0, 210, 405, 22.38, 36, 0x0000000000000001
2026/09/12 02:12:33.952, 0, 1, 0, 210, 405, 22.31, 35, 0x0000000000000001
2026/09/12 02:12:33.953, 1, 6338, 2, 1935, 9501, 180.93, 50, 0x0000000000000004
2026/09/12 02:12:33.953, 2, 1, 0, 210, 405, 21.33, 35, 0x0000000000000001
2026/09/12 02:12:33.953, 3, 14882, 88, 1665, 9501, 279.65, 74, 0x0000000000000004
2026/09/12 02:12:33.953, 4, 1, 0, 210, 405, 24.39, 36, 0x0000000000000001
2026/09/12 02:12:33.953, 5, 1, 0, 210, 405, 22.34, 36, 0x0000000000000001
2026/09/12 02:12:34.454, 0, 1, 0, 210, 405, 22.31, 35, 0x0000000000000001
2026/09/12 02:12:34.454, 1, 6338, 0, 1935, 9501, 193.06, 48, 0x0000000000000000
2026/09/12 02:12:34.454, 2, 1, 0, 210, 405, 21.33, 35, 0x0000000000000001
2026/09/12 02:12:34.454, 3, 14884, 91, 1650, 9501, 279.94, 75, 0x0000000000000004
2026/09/12 02:12:34.455, 4, 1, 0, 210, 405, 24.39, 36, 0x0000000000000001
2026/09/12 02:12:34.455, 5, 1, 0, 210, 405, 22.34, 36, 0x0000000000000001
2026/09/12 02:12:34.955, 0, 1, 0, 210, 405, 22.20, 35, 0x0000000000000001
2026/09/12 02:12:34.955, 1, 21798, 0, 1935, 9501, 136.15, 48, 0x0000000000000000
2026/09/12 02:12:34.956, 2, 1, 0, 210, 405, 21.23, 35, 0x0000000000000001
2026/09/12 02:12:34.956, 3, 14884, 92, 1650, 9501, 279.75, 74, 0x0000000000000004
2026/09/12 02:12:34.956, 4, 1, 0, 210, 405, 24.28, 36, 0x0000000000000001
2026/09/12 02:12:34.956, 5, 1, 0, 210, 405, 22.22, 36, 0x0000000000000001
2026/09/12 02:12:35.456, 0, 1, 0, 210, 405, 22.20, 35, 0x0000000000000001
2026/09/12 02:12:35.457, 1, 21868, 0, 1935, 9501, 135.53, 48, 0x0000000000000000
2026/09/12 02:12:35.457, 2, 1, 0, 210, 405, 21.23, 35, 0x0000000000000001
2026/09/12 02:12:35.457, 3, 15174, 0, 1905, 9501, 267.06, 72, 0x0000000000000024
2026/09/12 02:12:35.457, 4, 1, 0, 210, 405, 24.28, 36, 0x0000000000000001
2026/09/12 02:12:35.457, 5, 1, 0, 210, 405, 22.22, 36, 0x0000000000000001
2026/09/12 02:12:35.957, 0, 1, 0, 210, 405, 22.16, 35, 0x0000000000000001
2026/09/12 02:12:35.957, 1, 21900, 64, 1935, 9501, 177.18, 53, 0x0000000000000004
2026/09/12 02:12:35.958, 2, 1, 0, 210, 405, 21.28, 35, 0x0000000000000001
2026/09/12 02:12:35.958, 3, 15176, 96, 1560, 9501, 269.72, 76, 0x0000000000000004
2026/09/12 02:12:35.958, 4, 1, 0, 210, 405, 24.33, 36, 0x0000000000000001
2026/09/12 02:12:35.958, 5, 1, 0, 210, 405, 22.26, 36, 0x0000000000000001
2026/09/12 02:12:36.459, 0, 1, 0, 210, 405, 22.16, 35, 0x0000000000000001
2026/09/12 02:12:36.459, 1, 21958, 92, 1845, 9501, 238.52, 54, 0x0000000000000004
2026/09/12 02:12:36.459, 2, 1, 0, 210, 405, 21.28, 35, 0x0000000000000001
2026/09/12 02:12:36.459, 3, 15176, 97, 1560, 9501, 268.23, 74, 0x0000000000000020
2026/09/12 02:12:36.459, 4, 1, 0, 210, 405, 24.33, 36, 0x0000000000000001
2026/09/12 02:12:36.460, 5, 1, 0, 210, 405, 22.26, 36, 0x0000000000000001
2026/09/12 02:12:36.960, 0, 1, 0, 210, 405, 22.23, 35, 0x0000000000000001
2026/09/12 02:12:36.960, 1, 21974, 100, 1680, 9501, 258.42, 55, 0x0000000000000004
2026/09/12 02:12:36.960, 2, 1, 0, 210, 405, 21.37, 35, 0x0000000000000001
2026/09/12 02:12:36.961, 3, 15176, 97, 1575, 9501, 276.42, 74, 0x0000000000000020
2026/09/12 02:12:36.961, 4, 1, 0, 210, 405, 24.30, 36, 0x0000000000000001
2026/09/12 02:12:36.961, 5, 1, 0, 210, 405, 22.27, 36, 0x0000000000000001
2026/09/12 02:12:37.461, 0, 1, 0, 210, 405, 22.23, 35, 0x0000000000000001
2026/09/12 02:12:37.462, 1, 21988, 97, 1710, 9501, 257.89, 55, 0x0000000000000004
2026/09/12 02:12:37.462, 2, 1, 0, 210, 405, 21.37, 35, 0x0000000000000001
2026/09/12 02:12:37.462, 3, 15176, 97, 1575, 9501, 277.41, 74, 0x0000000000000020
2026/09/12 02:12:37.462, 4, 1, 0, 210, 405, 24.30, 36, 0x0000000000000001
2026/09/12 02:12:37.462, 5, 1, 0, 210, 405, 22.27, 36, 0x0000000000000001
2026/09/12 02:12:37.963, 0, 1, 0, 210, 405, 22.10, 35, 0x0000000000000001
2026/09/12 02:12:37.963, 1, 21968, 78, 1875, 9501, 255.58, 54, 0x0000000000000004
2026/09/12 02:12:37.963, 2, 1, 0, 210, 405, 21.18, 35, 0x0000000000000001
2026/09/12 02:12:37.963, 3, 15176, 96, 1575, 9501, 279.51, 74, 0x0000000000000004
2026/09/12 02:12:37.964, 4, 1, 0, 210, 405, 24.36, 36, 0x0000000000000001
2026/09/12 02:12:37.964, 5, 1, 0, 210, 405, 22.07, 36, 0x0000000000000001
2026/09/12 02:12:38.464, 0, 1, 0, 210, 405, 22.10, 35, 0x0000000000000001
2026/09/12 02:12:38.464, 1, 22028, 67, 1800, 9501, 253.87, 55, 0x0000000000000004
2026/09/12 02:12:38.465, 2, 1, 0, 210, 405, 21.18, 35, 0x0000000000000001
2026/09/12 02:12:38.465, 3, 15068, 71, 1860, 9501, 276.68, 73, 0x0000000000000004
2026/09/12 02:12:38.465, 4, 1, 0, 210, 405, 24.36, 36, 0x0000000000000001
2026/09/12 02:12:38.465, 5, 1, 0, 210, 405, 22.07, 36, 0x0000000000000001
2026/09/12 02:12:38.965, 0, 1, 0, 210, 405, 22.16, 35, 0x0000000000000001
2026/09/12 02:12:38.966, 1, 22036, 56, 1785, 9501, 247.85, 54, 0x0000000000000004
2026/09/12 02:12:38.966, 2, 1, 0, 210, 405, 21.26, 35, 0x0000000000000001
2026/09/12 02:12:38.966, 3, 15176, 99, 1575, 9501, 258.55, 75, 0x0000000000000020
2026/09/12 02:12:38.966, 4, 1, 0, 210, 405, 24.43, 36, 0x0000000000000001
2026/09/12 02:12:38.966, 5, 1, 0, 210, 405, 22.13, 35, 0x0000000000000001
2026/09/12 02:12:39.467, 0, 1, 0, 210, 405, 22.16, 35, 0x0000000000000001
2026/09/12 02:12:39.467, 1, 22078, 61, 1605, 9501, 243.07, 55, 0x0000000000000004
2026/09/12 02:12:39.467, 2, 1, 0, 210, 405, 21.26, 35, 0x0000000000000001
2026/09/12 02:12:39.467, 3, 15176, 94, 1605, 9501, 260.38, 75, 0x0000000000000004
2026/09/12 02:12:39.468, 4, 1, 0, 210, 405, 24.43, 36, 0x0000000000000001
2026/09/12 02:12:39.468, 5, 1, 0, 210, 405, 22.13, 35, 0x0000000000000001
2026/09/12 02:12:39.968, 0, 1, 0, 210, 405, 22.26, 35, 0x0000000000000001
2026/09/12 02:12:39.968, 1, 22100, 37, 1800, 9501, 233.83, 55, 0x0000000000000004
2026/09/12 02:12:39.969, 2, 1, 0, 210, 405, 21.48, 35, 0x0000000000000001
2026/09/12 02:12:39.969, 3, 15176, 96, 1560, 9501, 277.88, 74, 0x0000000000000004
2026/09/12 02:12:39.969, 4, 1, 0, 210, 405, 24.45, 36, 0x0000000000000001
2026/09/12 02:12:39.969, 5, 1, 0, 210, 405, 22.26, 35, 0x0000000000000001
2026/09/12 02:12:40.469, 0, 1, 0, 210, 405, 22.26, 35, 0x0000000000000001
2026/09/12 02:12:40.470, 1, 22140, 22, 1935, 9501, 223.18, 55, 0x0000000000000004
2026/09/12 02:12:40.470, 2, 1, 0, 210, 405, 21.48, 35, 0x0000000000000001
2026/09/12 02:12:40.470, 3, 15176, 96, 1605, 9501, 279.79, 75, 0x0000000000000004
2026/09/12 02:12:40.470, 4, 1, 0, 210, 405, 24.45, 36, 0x0000000000000001
2026/09/12 02:12:40.471, 5, 1, 0, 210, 405, 22.26, 35, 0x0000000000000001
2026/09/12 02:12:40.971, 0, 1, 0, 210, 405, 22.12, 35, 0x0000000000000001
2026/09/12 02:12:40.971, 1, 22238, 11, 1935, 9501, 195.39, 52, 0x0000000000000000
2026/09/12 02:12:40.971, 2, 1, 0, 210, 405, 21.37, 35, 0x0000000000000001
2026/09/12 02:12:40.971, 3, 14878, 0, 1905, 9501, 266.30, 72, 0x0000000000000004
2026/09/12 02:12:40.972, 4, 1, 0, 210, 405, 24.66, 36, 0x0000000000000001
2026/09/12 02:12:40.972, 5, 1, 0, 210, 405, 22.11, 35, 0x0000000000000001
2026/09/12 02:12:41.472, 0, 1, 0, 210, 405, 22.12, 35, 0x0000000000000001
2026/09/12 02:12:41.472, 1, 22294, 74, 1725, 9501, 210.61, 56, 0x0000000000000004
2026/09/12 02:12:41.473, 2, 1, 0, 210, 405, 21.37, 35, 0x0000000000000001
2026/09/12 02:12:41.473, 3, 14880, 90, 1650, 9501, 267.89, 75, 0x0000000000000004
2026/09/12 02:12:41.473, 4, 1, 0, 210, 405, 24.66, 36, 0x0000000000000001
2026/09/12 02:12:41.473, 5, 1, 0, 210, 405, 22.11, 35, 0x0000000000000001
2026/09/12 02:12:41.974, 0, 1, 0, 210, 405, 22.15, 35, 0x0000000000000001
2026/09/12 02:12:41.974, 1, 22312, 52, 1860, 9501, 240.75, 57, 0x0000000000000004
2026/09/12 02:12:41.974, 2, 1, 0, 210, 405, 21.42, 35, 0x0000000000000001
2026/09/12 02:12:41.974, 3, 14882, 95, 1620, 9501, 268.52, 74, 0x0000000000000004
2026/09/12 02:12:41.974, 4, 1, 0, 210, 405, 24.71, 36, 0x0000000000000001
2026/09/12 02:12:41.975, 5, 1, 0, 210, 405, 22.03, 35, 0x0000000000000001
2026/09/12 02:12:42.475, 0, 1, 0, 210, 405, 22.15, 35, 0x0000000000000001
2026/09/12 02:12:42.475, 1, 22332, 55, 1830, 9501, 249.20, 56, 0x0000000000000004
2026/09/12 02:12:42.475, 2, 1, 0, 210, 405, 21.42, 35, 0x0000000000000001
2026/09/12 02:12:42.475, 3, 14882, 91, 1650, 9501, 280.05, 75, 0x0000000000000004
2026/09/12 02:12:42.476, 4, 1, 0, 210, 405, 24.71, 36, 0x0000000000000001
